date,title,summary,url
2025-10-31,"Twelve Cupcakes under MOM probe for unpaid salaries, abrupt retrenchment of 80 staff","SINGAPORE - The Ministry of Manpower (MOM) is investigating Twelve Cupcakes for non-payment of salaries and other potential breaches after the bakery chain abruptly dismissed about 80 employees on Oct 29.
In a joint statement with the Central Provident Fund (CPF) Board on Oct 31, MOM said it will take enforcement action and impose penalties if necessary.
MOM said its priority is to help the affected workers find fresh employment.
The Tripartite Alliance for Dispute Management will also assist affected employees who need to file claims for their salaries and other employment claims with the liquidator.
Meanwhile, a group of affected staff are preparing a fund-raiser on Give.Asia to raise $100,000 to help affected employees cover rent, food and basic expenses while awaiting updates from the liquidator, Mothership reported.",https://www.straitstimes.com/business/companies-markets/twelve-cupcakes-under-mom-probe-for-unpaid-salaries-abrupt-retrenchment-of-80-staff
2025-10-31,Singapore shares fall amid mixed regional trading,"Sign up now: Get ST's newsletters delivered to your inboxAcross the broader market, losers outnumbered gainers 299 to 268, after two billion securities worth $1.4 billion changed hands.
SINGAPORE - Singapore stocks ended lower on Oct 31, as the regional market closed mixed.
Meanwhile, the iEdge Singapore Next 50 Index fell 0.7 per cent, or 10.3 points, to 1,451.18.
Across the broader market, losers outnumbered gainers 299 to 268, after two billion securities worth $1.4 billion changed hands.
DBS Bank lost 0.1 per cent to finish at $53.93, OCBC Bank fell 0.1 per cent to $17.03 and UOB was down 0.1 per cent at $34.67.",https://www.straitstimes.com/business/companies-markets/singapore-shares-fall-amid-mixed-regional-trading-sti-down-0-2
2025-10-31,Alcohol stocks take $1 trillion hit as drinking habits change,"The alcohol industry has been hammered by shifting drinking habits and, rising health concerns, compounded by US tariffs.
“There is a structural change going on – people are drinking less,” said Ms Sarah Simon, an analyst at Morgan Stanley.
“We don’t think that humans are going to stop drinking alcohol,” Mr Cook said.
Uncertainty over the alcohol industry is drawing comparisons to tobacco’s trajectory that “would have been inconceivable five years ago”, said Mr Andrew Gowen, head of research for Bell Asset Management.
“This industry’s been around for 7,000 years, but a lot can change,” Mr Gowen said.",https://www.straitstimes.com/business/companies-markets/alcohol-stocks-take-1-trillion-hit-as-drinking-habits-change
2025-10-31,"Air India seeks $1.47 billion lifeline from SIA and Tata, Bloomberg News reports","– Air India is seeking at least 100 billion rupees (S$1.47 billion) in financial support from owners Singapore Airlines and Tata Sons, Bloomberg News reported on Oct 30, citing people familiar with the matter.
The Tata Group-owned carrier is requesting funds to overhaul Air India’s systems and services as well as developing in-house engineering and maintenance departments, the report said.
Tata Group, which bought Air India in 2022, has a 74.9 per cent stake in the airline, with SIA holding the rest.
Air India and Tata Sons did not immediately respond to Reuters’ requests for comment.
Earlier this week, Air India’s chief executive vowed to improve the carrier’s internal practices.",https://www.straitstimes.com/business/companies-markets/air-india-seeks-1-47-billion-lifeline-from-sia-and-tata-bloomberg-news-reports
2025-10-31,Amazon reports cloud unit grew at fastest pace since 2022,"Amazon shares jumped about 13 per cent in extended trading after closing at US$222.86 in New York.
In its most recent quarter, Microsoft’s Azure cloud business grew at almost twice the rate of AWS, while Alphabet’s Google Cloud posted 33.5 per cent growth.
“We are seeing good evidence of the AWS business performing very well,” she said.
The power capacity of the AWS data centre fleet has doubled since 2022, and Mr Jassy said he expected it to double again by 2027.
Amazon is backing Anthropic with an investment of US$8 billion, and built the start-up a massive complex of data centre and custom AWS AI chips.",https://www.straitstimes.com/business/companies-markets/amazon-reports-cloud-unit-grew-at-fastest-pace-since-2022
2025-10-31,Meta defies AI spending gloom with record-breaking bond sale,"NEW YORK – Meta Platforms found record-shattering demand for its bond sale on Oct 30 even as its shares plunged, in a sign that bond investors are looking past any concerns about its artificial intelligence (AI) spending plans.
And for now, US corporate bond investors are eager to lend to Meta.
The timing for the AI debt binge is “perfect” said Mr Cohen.
For bond investors, who worry more about whether they will get paid back in full and on schedule, Meta’s bond offering is “quite appealing”, he said.
Debt investors have been buying protection against the company defaulting on its debt, a trend that Morgan Stanley sees continuing in the near term.",https://www.straitstimes.com/business/companies-markets/meta-defies-ai-spending-gloom-with-record-breaking-bond-sale
2025-10-31,How SMEs can turn unpaid invoices into growth capital,"Unlocking capital with invoice financingAccessing capital through invoice financing with GXS Capital, a wholly owned subsidiary of GXS Bank, is one way to manage cash flow pressures.
Invoice financing allows SMEs to access funds tied up in unpaid invoices, easing cash flow pressures.
PHOTO: GETTY IMAGESAccess capital without being hindered by long payment termsSMEs can now improve their working capital by converting unpaid invoices into instant cash with GXS Capital.
GXS Bank, Singtel and EPOS delivers exactly that – giving SMEs the confidence to face day-to-day challenges while focusing on long-term growth.
GXS Bank and GXS Capital are separate entities and are not associated with the businesses of Grab, Singtel, or their entities.",https://www.straitstimes.com/business/how-smes-can-turn-unpaid-invoices-into-growth-capital-singtel
2025-10-31,"Wall Street indexes fall as Meta, Microsoft drag, along with Fed rate concerns","In contrast, however, Google-parent Alphabet finished up 2.5 per cent as steady growth in advertising and cloud computing powered better-than-expected results.
Of the 222 S&P 500 companies that have reported so far, 84.2 per cent have beaten earnings estimates as of Oct 29, according to LSEG data.
On the Nasdaq, 1,565 stocks rose and 3,095 fell as declining issues outnumbered advancers by a 1.98-to-1 ratio.
The S&P 500 posted 34 new 52-week highs and 37 new lows while the Nasdaq Composite recorded 88 new highs and 187 new lows.
On US exchanges 20.32 billion shares changed hands compared with the 21.08 billion average for the last 20 sessions.",https://www.straitstimes.com/business/companies-markets/wall-street-indexes-fall-as-meta-microsoft-drag-along-with-fed-rate-concerns
2025-10-31,Netflix taps bank to explore bid for Warner Bros Discovery,"– Netflix is actively exploring a bid for Warner Bros Discovery’s studio and streaming business, retaining a financial adviser and gaining access to financial information, according to three sources familiar with the matter.
Warner Bros Discovery and Moelis declined to comment.
Owning Warner Bros’ studio business would give Netflix control over some of Hollywood’s most successful stories and characters, including the Harry Potter and DC Comics franchises.
Warner Bros’ prolific television studio also produces many of Netflix’s hits, including original series like Running Point, You and Maid.
Mr Sarandos indicated Netflix would not be interested in acquiring Warner Bros Discovery’s cable television networks, which include CNN, TNT, Food Network and Animal Planet.",https://www.straitstimes.com/business/companies-markets/netflix-taps-bank-to-explore-bid-for-warner-bros-discovery
2025-10-31,Quantum AI venture fund boosts Singapore's tech hub ambitions,"SINGAPORE – Singapore has drawn its first quantum AI start-up growth investor to its shores, giving its ambition to lead in the frontier technology a boost.
Quantum AI, which includes the application of quantum technology to improve AI’s performance and vice versa, has the promise to solve complex problems that current technology cannot yet do , such as cancers and global warming .
Dr Rajeeb Hazra, chief executive of quantum computing firm Quantinuum, said quantum AI makes the intelligence part of AI more powerful and over time, less artificial, more trustworthy and more useful.
He hopes then, that there will also be momentum to bring the whole economy on board quantum computing.
Oxford Ionics, a quantum computing spinout from the University of Oxford, was acquired by US quantum computing firm IonQ in a deal valued around US$1.075 billion earlier in 2025.",https://www.straitstimes.com/business/quantum-ai-accelerator-opens-in-spore-in-boost-to-the-republics-hub-ambitions
2025-10-31,Wall Street gains on Amazon boost but rate caution tempers enthusiasm,"The S&P 500, the Nasdaq Composite and the Dow boasted weekly gains and their longest monthly winning streaks in years.
Amazon shares rallied sharply, closing up 9.6 per cent after hitting an all-time high following its forecast for quarterly sales above estimates.
For the week, the S&P 500 rose 0.7 per cent while the Nasdaq added 2.24 per cent and the Dow climbed 0.75 per cent.
Of the 315 S&P 500 companies that have reported third-quarter results so far, 83.2 per cent have surpassed analysts’ estimates, according to LSEG data.
The S&P 500 posted 17 new 52-week highs and 34 new lows while the Nasdaq Composite recorded 71 new highs and 159 new lows.",https://www.straitstimes.com/business/companies-markets/wall-street-gains-on-amazon-boost-but-rate-caution-tempers-enthusiasm
2025-10-30,"Stage One, a new centre in S’pore, will help local, international start-ups scale their ops","SINGAPORE – A new centre to help local and international start-ups scale their operations was launched on Oct 30.
Run by the Action Community for Entrepreneurship, it is a joint initiative by Enterprise Singapore and the Economic Development Board.
The new centre also aims to support global founders by easing their entry into Singapore’s start-up ecosystem and helping them build meaningful connections with the local innovation community to scale their ventures from here.
Ms Emily Liew, assistant managing director of innovation at Enterprise Singapore, said Stage One is a “dynamic hub” where local and global start-ups can access opportunities to collaborate, scale and shape the future of technology.
Mr Guy Belanger, deputy managing director at Japan-based chemicals start-up Thermalytica, said that Stage One will help the company establish a “landing pad” in Singapore.",https://www.straitstimes.com/business/companies-markets/stage-one-a-new-centre-in-spore-will-help-local-international-start-ups-scale-their-ops
2025-10-30,"Volkswagen swings to $2 billion loss in Q3 on tariff, Porsche woes","Sign up now: Get ST's newsletters delivered to your inboxVolkswagen was hit by billions of euros in costs from US tariffs and a costly strategy reversal on electric vehicles at its subsidiary Porsche.
BERLIN – Volkswagen made a €1.3 billion (S$2 billion) operating loss in the third quarter, hit by billions of euros in costs from US tariffs and a costly strategy reversal on electric vehicles (EVs) at its subsidiary Porsche , the company said on Oct 30.
The result, down from a €2.8 billion operating profit for the group a year earlier, was less severe than the €1.7 billion loss forecast by analysts in a poll by Visible Alpha.
Volkswagen is under pressure to adapt to higher US import tariffs expected to cost the group up to €5 billion in 2025.
The company maintained its guidance on Oct 30, forecasting a group operating margin in 2025 in the range of 2 per cent to 3 per cent, with revenues expected around the prior-year level.",https://www.straitstimes.com/business/companies-markets/volkswagen-swings-to-2-billion-loss-in-q3-on-tariff-porsche-woes
2025-10-30,Full-time in-house security officers to get annual pay rise of up to 6.9% for 3 years,"Sign up now: Get ST's newsletters delivered to your inboxFull-time in-house security officers will see an annual salary bump of $160 over the next three years.
SINGAPORE – Full-time in-house security officers will get an annual salary bump of $160 over the next three years – a rise of up to 6.9 per cent per year for the most junior officers.
Part-time in-house security officers, who work fewer than 35 hours a week, will also benefit from the pay rise.
In-house security officers typically receive other non-wage benefits such as free meals.
The Security PWM was first implemented in 2016 to boost the wages and implement training requirements for security officers who are Singaporeans and permanent residents.",https://www.straitstimes.com/business/full-time-in-house-security-officers-to-get-annual-pay-rise-of-up-to-6-9-for-3-years
2025-10-30,Tan Hee Teck to chair NTUC Enterprise,"Sign up now: Get ST's newsletters delivered to your inboxMr Tan Hee Teck (right) will take over the role of chairman of NTUC Enterprise from Mr Lim Boon Heng.
SINGAPORE - Former Resorts World Sentosa (RWS) chief executive Tan Hee Teck will replace Mr Lim Boon Heng as chairman of NTUC Enterprise starting from Oct 31.
Mr Tan will lead NTUC Enterprise in its next phase of development, including lessons learnt from German insurer Allianz’s attempt to buy a controlling stake in Income, the NTUC insurance cooperative .
As the founding chairman, Mr Lim oversaw the consolidation of enterprises, including FairPrice, Income Insurance and NTUC First Campus.
“I am deeply appreciative of Mr Lim devoting his time and passion in steering NTUC Enterprise to serve its stakeholders in their best interests, and his commitment in uplifting our community,” Mr Tan said.",https://www.straitstimes.com/business/former-rws-ceo-tan-hee-teck-to-replace-lim-boon-heng-as-ntuc-enterprise-chairman
2025-10-30,StanChart raises outlook as quarterly profit beats forecasts on wealth boom,"Sign up now: Get ST's newsletters delivered to your inboxLike many banks in Hong Kong, Standard Chartered is riding a boom in the wealth business.
– Standard Chartered Bank lifted its income and returns outlook as it reported third-quarter profit that beat analyst estimates, boosted by a record quarter for wealth solutions.
Adjusted pre-tax profit rose to US$1.99 billion (S$2.6 billion), beating the US$1.79 billion consensus analysts’ estimate compiled by Bloomberg.
The performance was largely a result of the bank’s wealth management unit and global banking.
Like many banks in Hong Kong, StanChart is riding a boom in the wealth business as the lender is in the process of bolstering its wealth management arm.",https://www.straitstimes.com/business/banking/stanchart-raises-outlook-as-quarterly-profit-beats-estimate
2025-10-30,‘Bloodied onslaughts’: Experts warn of AI’s growing impact on office jobs,"Sign up now: Get ST's newsletters delivered to your inboxJobs in Singapore will likely not be spared, experts said.
Jobs in Singapore will likely not be spared, with data entry, basic coding, administrative support, reporting and coordination roles the most at risk due to AI disruption, said experts.
Figures from personal finance and trading education platform RationalFX point to over 200,000 jobs lost in the global tech sector in 2025 .
Mr David Blasco, country director at recruitment agency Randstad Singapore, said that AI transformation will affect industries in different ways.
The silver lining is in AI development, data science, cyber security and product strategy, as these require some form of human oversight, he said.",https://www.straitstimes.com/business/bloodied-onslaughts-experts-warn-of-ais-growing-impact-on-office-jobs
2025-10-30,Singapore stocks end lower amid mixed regional trading,"Sign up now: Get ST's newsletters delivered to your inboxThe benchmark Straits Times Index lost 0.1 per cent or 2.77 points to finish at 4,437.44.
SINGAPORE - Singapore stocks ended lower on Oct 30, amid mixed trading in the region.
The benchmark Straits Times Index (STI) lost 0.1 per cent or 2.77 points to finish at 4,437.44.
Meanwhile, the iEdge Singapore Next 50 Index gained 0.1 per cent or 1.50 points to 1,461.48.
On the STI, Keppel was the top gainer, rising 1.6 per cent or 16 cents to end at $10.05.",https://www.straitstimes.com/business/companies-markets/singapore-stocks-end-lower-amid-mixed-regional-trading-sti-down-0-1
2025-10-30,US is ‘most destabilising force’ in global economic growth path: Economist Jeffrey Sachs,"Multipolarism has powered growth since the end of European imperialism in the 1950s, driving industrialisation, the proliferation of technology, and an increase in literacy in markets including Asean, Prof Sachs said.
Prof Sachs considers the US, Russia, China and India as “great powers” holding up multipolarism in today’s landscape.
“This is a multipolarity that reflects a fundamental reality of world power, economy and technology, which is quite widespread.
“It will be good for Asean to do it, but it will mean a major technological transformation,” Prof Sachs said.
The final major challenge to growth is technological advancement in fields such as artificial intelligence (AI), biotechnology and space technology, noted Prof Sachs.",https://www.straitstimes.com/business/us-is-most-destabilising-force-in-global-economic-growth-path-economist-jeffrey-sachs
2025-10-30,BYD profit slumps amid China EV market pressure,"BYD reported another slump in quarterly profit as intensifying domestic competition and industry scrutiny pile pressure on the Chinese carmaker’s sales outlook.
Third-quarter profit tumbled 33 per cent from a year earlier to 7.82 billion yuan (S$1.4 billion), the company said on Oct 30.
BYD saw total revenue drop 3 per cent to 194.98 billion yuan, missing estimates for 216 billion yuan.
Rivals Geely Automobile Holdings and Chongqing Changan Automobile reported increases in third-quarter sales of 96 per cent and 84 per cent, respectively.
Market watchers are expecting a further boom in sales across the final quarter of the year before phase-outs of some subsidies and tax incentives.",https://www.straitstimes.com/business/byd-profit-slumps-again-as-pressure-piles-up-for-china-ev-giant
2025-10-30,‘I take ultimate responsibility’: Lim Boon Heng on failed Allianz-Income union,"“Unfortunately, Allianz’s proposed offer for Income was withdrawn and I take ultimate responsibility,” Mr Lim said.
During the EGM, the 77-year-old also announced his retirement as chairman of NTUC Enterprise.
Mr Lim and the NTUC Enterprise board acknowledged that Allianz’s offer for Income could have been managed better.
NTUC Enterprise could also have done better by being more proactive in public communications, Mr Lim said.
Moving forward, NTUC Enterprise will take on board these observations to improve its processes, he said.",https://www.straitstimes.com/business/lim-boon-heng-retires-as-ntuc-enterprise-chairman-at-egm-tan-hee-teck-to-take-over
2025-10-30,"Tech giants Meta, Microsoft and Alphabet test investors’ patience with huge AI spending spree","Sign up now: Get ST's newsletters delivered to your inboxUnlike Microsoft and Google, Meta isn’t a major cloud-computing provider to outside customers.
Meta and Microsoft shares fell in after-hours trading on Oct 29 after the companies disclosed the expenditures as part of quarterly reports.
Unlike Microsoft and Google, Meta is not a major cloud-computing provider to outside customers.
If Microsoft and Google overestimate the need for AI services, they already have a way to sell excess computing power to others.
And the broader danger in AI is spending too little, not too much, he argued.",https://www.straitstimes.com/business/companies-markets/tech-giants-meta-microsoft-and-alphabet-test-investors-patience-with-huge-ai-spending-spree
2025-10-30,Twelve Cupcakes closes down with about 80 staff affected; union says not given advance notice,"Sign up now: Get ST's newsletters delivered to your inboxThe Food, Drinks and Allied Workers Union said it will assist members and workers with salary-related claims and job assistance support.
The company’s website has since gone offline, while the closure notice was posted on its Instagram page at around 4.20pm on Oct 30.
The Twelve Cupcakes outlet at Bukit Panjang Plaza was closed when ST visited on Oct 30.
The hoarding was already up at Twelve Cupcakes’ outlet at Nex shopping mall, which reportedly shuttered on Oct 23.
A closure notice seen at the Twelve Cupcakes outlet in Chinatown Point on Oct 30.",https://www.straitstimes.com/business/companies-markets/twelve-cupcakes-ceases-operations-after-being-placed-under-provisional-liquidation
2025-10-30,"Singapore employment growth more than doubles in third quarter, retrenchments stay stable","SINGAPORE – The number of people with jobs surged in the third quarter of 2025, as employment growth picked up steam and retrenchment rates remained stable.
Employment growth was stronger than anticipated, said the Ministry of Manpower (MOM), supported by a pickup in both resident – Singaporeans and permanent residents (PRs) – and non-resident employment.
“Employment growth is expected to remain positive but uneven across sectors moving forward, with slightly firmer hiring sentiment.
Resident employment remained concentrated in sectors such as health and social services, and financial services,” said MOM.
HSBC’s Asean economist Liu Yun said the wholesale trade sector is “among the most vulnerable sub-sectors” in global trade.",https://www.straitstimes.com/business/singapore-employment-growth-more-than-doubles-from-previous-quarter-retrenchments-stay-stable
2025-10-30,Samsung’s chip profit soars after AI fuels demand for memory,"Sign up now: Get ST's newsletters delivered to your inboxSamsung's chip unit saw operating profit of 7 trillion won for the September quarter, compared with analysts’ forecast for 4.7 trillion won.
South Korea’s largest company, which reported upbeat preliminary operating profit and revenue earlier in October, said on Oct 30 that net income totalled 12.01 trillion won, beating analysts’ estimate of 9.29 trillion won.
The memory chip business is a key pillar of Samsung’s empire, which spans smartphones and home appliances.
But the company has ceded leadership in an arena where customers are willing to pay a premium for memory capacity that boosts AI capabilities.
Its stock price is up about 90 per cent since the start of 2025, although shares of AI memory leader and home rival SK Hynix have more than tripled in the same period.",https://www.straitstimes.com/business/companies-markets/samsungs-chip-profit-soars-after-ai-fuels-demand-for-memory
2025-10-30,"Keppel plans to reward shareholders with part of monetisation cash, including from M1 sale","SINGAPORE – Global asset manager and operator Keppel said in its third-quarter business update that it intends to reward shareholders with part of the cash unlocked from ongoing asset monetisation efforts.
Keppel shares rose as much as 1.4 per cent to $10.03 on Oct 30 shortly after the announcement.
Keppel also announced that dividend payout will be based on New Keppel’s annual net profit.
The company has repurchased $92.6 million worth of Keppel shares as at end-September, after the launch of a $500 million share buyback programme on July 31 .
From January 2022 to September 2025, Keppel returned $6.6 billion to shareholders via cash and in-specie distributions.",https://www.straitstimes.com/business/companies-markets/keppel-posts-25-rise-in-9-month-profit-excluding-m1-telco-business-other-non-core-units
2025-10-30,Softbank’s Masayoshi Son becomes Japan’s richest with $71 billion fortune as AI bet pays off,"- Mr Masayoshi Son’s big wager on artificial intelligence has paid off – propelling the SoftBank Group founder past Uniqlo billionaire Tadashi Yanai to become Japan’s richest person.
Mr Son’s net worth soared 248 per cent in 2025 to US$55.1 billion (S$71 billion) on Oct 29, about US$23 million larger than Mr Yanai’s, the chairman and biggest shareholder of Uniqlo’s parent company Fast Retailing.
Mr Son has become one of Mr Trump’s key foreign backers in global business, making an early pledge this year for US$100 billion in US investments.
Mr Son is also seeking to team up with Taiwan Semiconductor Manufacturing Co for a trillion-dollar industrial complex in Arizona for AI and robots.
Mr Son’s new darlings include a surprise US$2 billion investment in Intel, the acquisition of ABB’s robotics arm for US$5.4 billion and fresh exposure to Nvidia and TSMC.",https://www.straitstimes.com/business/companies-markets/softbanks-masayoshi-son-becomes-japans-richest-with-71-billion-fortune-as-ai-bet-pays-off
2025-10-30,"GM to cut 1,750 jobs as EV demand cools","GM has lobbied Congress and the White House to ease emissions requirements, and in September also cut its EV production.
Some executives and analysts have said EV sales – which exceeded 10 per cent of overall US car sales over the summer – could fall by half in coming months.
“The UAW will continue to fight for more investment in both (internal combustion engine) and EV production at GM and beyond,” Mr Fain said.
In 2021, GM said it planned to transition to all EV sales by 2035 and boosted spending, but has since been retrenching.
She added that GM expected to reduce EV losses in 2026 and beyond.",https://www.straitstimes.com/business/companies-markets/gm-to-cut-1750-jobs-as-ev-demand-cools
2025-10-30,OpenAI makes plans for juggernaut IPO that could value ChatGPT owner at $1.3 trillion,"Sign up now: Get ST's newsletters delivered to your inboxOpenAI is considering filing with securities regulators as soon as the second half of 2026, some sources said.
- ChatGPT owner OpenAI is laying the groundwork for an initial public offering that could value the company at up to around US$1 trillion (S$1.3 trillion), three people familiar with the matter said.
OpenAI is considering filing with securities regulators as soon as the second half of 2026, some of the people said.
Chief financial officer Sarah Friar has told some associates the company is aiming for a 2027 listing, the people said.
Earlier this week, OpenAI said it had completed a restructuring into a more traditional corporate organisation that would make a public offering possible.",https://www.straitstimes.com/business/companies-markets/chatgpt-maker-openai-lays-groundwork-for-juggernaut-ipo-that-could-value-it-at-1-3-trillion
